-----
{
 "description": "The table refers to village wise distribution of surface flow schemes according to ownership. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "villtab4.2.csv", 
 "title": "Download CSV for Villagewise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villtab4.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise potential utilized through surface flow schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.10.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes Average length of water conveyance channel for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.10.csv"
}
-----
State,District,Block,Total Number of Schemes,Pucca channel,Kutcha channel,Underground channel,Total
UTTAR PRADESH,MAHRAJGANJ,PARTAWAL,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,PHARENDA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,SISWA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,BARNAHAL,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,BEWAR,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,GHIROR,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,JAGIR,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,KARHAL,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,KISHANI,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,KURAWALI,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,MAINPURI,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,SULTANGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,BALDEV,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,CHHATA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,CHOMUHA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,FAREH,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,GOVERDHAN,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,MAAT,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,MATHURA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,NAND GAWON,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,NOHJHIL,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,RAYA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,SADABAB,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,SAHPAU,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,BADRAW,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,DOHARIGHAT,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,GHOSI,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,KOPAGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,MUHAMMDABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,PARDHA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,RANIPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,RATANPURA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,BAGHPAT,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,BARAUT,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,BINAULI,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,CHAPROULI,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,DAURALA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,HASTINAPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,JANI KHURD,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,KHARKHODA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,KHEKRA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,MACHHRA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,MAWANA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,MEERUT,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,PARIKSHITGARH,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,PILANA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,RAJPURA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,ROHTA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,SARDHANA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,SARURPUR KHURD,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,CHHANBEY,82,0,137,4,141
UTTAR PRADESH,MIRZAPUR,CITY,15,0,141,0,141
UTTAR PRADESH,MIRZAPUR,HALIYA,732,34,345,0,379
UTTAR PRADESH,MIRZAPUR,JAMALPUR,44,6,60,0,66
UTTAR PRADESH,MIRZAPUR,KONE,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,LALGANJ,4,0,125,0,125
UTTAR PRADESH,MIRZAPUR,MAJHWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,MARIHAN,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,NARAYANPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,PAHARI,37,0,82,0,82
UTTAR PRADESH,MIRZAPUR,RAJGARH,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,SIKHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,AMROHA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,ASMOLI,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BANIYA KHERA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BHJOI,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BILARI,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,CHHAJLET,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,DHANORA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,DILARI,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,GAJROLA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,GANGESHWARI,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,HASANPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,JOYA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,KUNDARKEE,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,MORADABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,MUNDAPANDEY,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,PAWANSA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,SAMBHAL,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,THAKURDWARA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,BAGHARA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,BUDHANA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,CHARTHAWAL,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,JANSATH,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,KAIRANA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,KANDHLA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,KHATOLI,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,MORNA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,MUZAFFER NAGAR SADAR,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,PURKAZI,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,SHAHPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,SHAMLI,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,THANA BHAVAN,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,UN,NA,NA,NA,NA,NA
UTTAR PRADESH,NAINITAL,BAITALGHAT,492,258,39,0,297
UTTAR PRADESH,NAINITAL,BHIMTAL,343,177,52,0,229
UTTAR PRADESH,NAINITAL,DHARI,395,35,16,0,51
UTTAR PRADESH,NAINITAL,HALDWANI,572,456,540,6,1002
UTTAR PRADESH,NAINITAL,KOTABAGH,371,219,172,36,427
UTTAR PRADESH,NAINITAL,OKHELKANDA,518,206,75,1,282
UTTAR PRADESH,NAINITAL,RAMGARH,363,48,157,1,206
UTTAR PRADESH,NAINITAL,RAMNAGAR,248,495,297,0,792
UTTAR PRADESH,PAURI GARHWAL,BIROKHAL,431,147,113,0,260
UTTAR PRADESH,PAURI GARHWAL,DOGADDA,414,211,84,1,296
UTTAR PRADESH,PAURI GARHWAL,DWARIKHAL,254,140,44,0,184
UTTAR PRADESH,PAURI GARHWAL,EKESHWER,105,100,141,3,244
UTTAR PRADESH,PAURI GARHWAL,KALJIKHAL,341,114,60,4,178
UTTAR PRADESH,PAURI GARHWAL,KHIRSU,224,180,35,11,226
UTTAR PRADESH,PAURI GARHWAL,KOT,151,106,39,0,145
UTTAR PRADESH,PAURI GARHWAL,NAUNIDANDA,117,146,229,0,375
UTTAR PRADESH,PAURI GARHWAL,PABO,172,215,69,7,291
UTTAR PRADESH,PAURI GARHWAL,PAURI,215,170,34,0,204
UTTAR PRADESH,PAURI GARHWAL,POKHRA,48,205,3,0,208
UTTAR PRADESH,PAURI GARHWAL,RIKHNIKHAL,302,155,83,0,238
UTTAR PRADESH,PAURI GARHWAL,THALISAIN,179,299,144,35,478
UTTAR PRADESH,PAURI GARHWAL,YAMKESWER,118,137,128,0,265
UTTAR PRADESH,PAURI GARHWAL,ZAHRIKHAL,356,114,16,3,133
UTTAR PRADESH,PILIBHIT,AMREYA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,BERKHEDA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,BILSANDA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,BISALPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,LALORIKHEDA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,MARORI,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,PURANPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,PITHORAGARH,BARA KOTE,193,184,90,0,274
UTTAR PRADESH,PITHORAGARH,BERENAG,206,198,70,1,269
UTTAR PRADESH,PITHORAGARH,CHAMPWAT,158,235,87,0,322
UTTAR PRADESH,PITHORAGARH,DHARCHULA,61,280,91,0,371
UTTAR PRADESH,PITHORAGARH,DIDIHAT,344,140,177,3,320
UTTAR PRADESH,PITHORAGARH,GANGOLI HAT,370,144,233,0,377
UTTAR PRADESH,PITHORAGARH,KANALI CHENA,317,184,85,0,269
UTTAR PRADESH,PITHORAGARH,LOHAGHAT,51,135,177,0,312
UTTAR PRADESH,PITHORAGARH,MUNA KOT,234,184,111,0,295
UTTAR PRADESH,PITHORAGARH,MUNSHYARI,216,124,74,1,199
UTTAR PRADESH,PITHORAGARH,PATI,157,222,155,26,403
UTTAR PRADESH,PITHORAGARH,PITHORAGARH,220,220,150,0,370
UTTAR PRADESH,PRATAPGARH,AASPUR DEVSARA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,BABAGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,BIHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,GAURA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,KALAKANKAR,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,KUNDA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,LAXMANPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,MANDHATA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,MANGRAURA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,PATTI,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,RAMPUR KHAS,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,RAMPUR-SANGRAMGARH.,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SADAR,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SANDWA CHANDRIKA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SANGIPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SHIVGARH,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,AMANWA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,BACHRAVAN,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,BAHADUR PUR,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,CHHATOH,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,DALMAU,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,DEEH,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,HARCHANDPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,JAGAT PUR,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,KHEERO,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,LAL GANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,MAHARAJ GANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,RAHI,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,SALON,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,SARANI,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,SATAON,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,SHIV GARH,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,SINGHPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,TILOI,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,UCHAHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,BILASPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,CHAMRAON,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,MILAK,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,SADAR (RAMPUR),NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,SHAHABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,SUAR,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,BALYA KHERI,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,DEOBAND,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,GANGOH,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,MUZAFFARABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,NAGAL,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,NAKUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,NANAUTA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,PUVARKA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,RAMPUR MANIHARAN,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,SADAULI QADEEM,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,SARSAWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,AURAI,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,BHADOHI,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,DEEGH,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,GYANPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,SURIYAWA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,BANDA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,BHAAWAL KHERA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,DADROL,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,JAITIPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,KALAN,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,KANTH,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,KHUTAR,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,NIGOHI,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,POWAYAN,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,SINDHAULI,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,TILHER,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,BADHANI,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,BANSI,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,BHANAWAPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,BIRDPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,DUMARIYA GANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,ITWA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,JOGIYA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,KHESRAHA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,KHUNION,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,MITHWAL,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,NAUGHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,SAANTHA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,SHOHRATH GARH,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,USKA BAZAR,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,AILIYA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,BEHTA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,BESWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,GODLAMAO,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,HARGAON,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,KASMANDA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,KHAIRABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,LAHERPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,MACHREHTA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,MAHMOODABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,MAHOLI,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,MISHRIKH,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,PAHLA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,PERSENDI,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,PISWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,RAMPUR MATHURA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,REUSA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,SAKEREN,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,SIDHAOLI,NA,NA,NA,NA,NA
UTTAR PRADESH,SONBHADRA,BABHANI,26,0,94,0,94
UTTAR PRADESH,SONBHADRA,CHATRA,50,0,109,0,109
UTTAR PRADESH,SONBHADRA,CHOPAN,153,1,127,2,130
UTTAR PRADESH,SONBHADRA,DUDDHI,2,0,200,0,200
UTTAR PRADESH,SONBHADRA,LALGANJ,199,4,135,3,142
UTTAR PRADESH,SONBHADRA,MEYOURPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SONBHADRA,NAGAOA,42,0,50,0,50
UTTAR PRADESH,SONBHADRA,RABERTSGANJ,534,2,230,1,233
UTTAR PRADESH,SULTANPUR,AKHANDNAGAR,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,AMETHI,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,BALDERAI,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,BHADAIYAN,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,BHADAR,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,BHETUA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,DHANPATGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,DOSTPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,DUBEYPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,GAURIGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,JAGDISHPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,JAISINGHPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,JAMON,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,KADIPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,KUREBHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,KURWAR,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,LAMBHUA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,MUSAFIRKHANA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,PRATAPPUR KAMAINCHA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,SANGRAMPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,SHAHGARH,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,SHUKUL_BAZAR,NA,NA,NA,NA,NA
UTTAR PRADESH,TEHRI GARHWAL,BHILANGANA,333,136,208,2,346
UTTAR PRADESH,TEHRI GARHWAL,CHAMBA,201,119,4,0,123
UTTAR PRADESH,TEHRI GARHWAL,DEVAPRAYAG,551,74,91,0,165
UTTAR PRADESH,TEHRI GARHWAL,JAKHANIDHAR,369,150,56,0,206
UTTAR PRADESH,TEHRI GARHWAL,JAKHOLI,405,199,155,2,356
UTTAR PRADESH,TEHRI GARHWAL,JAUNPUR,267,195,22,0,217
UTTAR PRADESH,TEHRI GARHWAL,KIRTI NAGAR,10,82,18,0,100
UTTAR PRADESH,TEHRI GARHWAL,NARENDRA NAGAR,632,130,134,0,264
UTTAR PRADESH,TEHRI GARHWAL,PRATAP NAGAR,367,124,146,0,270
UTTAR PRADESH,TEHRI GARHWAL,THAULDAR,220,147,82,0,229
UTTAR PRADESH,UDHAMSINGH NAGAR,BAAJPUR,68,42,697,0,739
UTTAR PRADESH,UDHAMSINGH NAGAR,GADARPUR,143,110,379,0,489
UTTAR PRADESH,UDHAMSINGH NAGAR,JASPUR,239,22,475,23,520
UTTAR PRADESH,UDHAMSINGH NAGAR,KASHIPUR,84,16,411,0,427
UTTAR PRADESH,UDHAMSINGH NAGAR,KHATIMA,50,318,616,9,943
UTTAR PRADESH,UDHAMSINGH NAGAR,RUDRAPUR,36,228,265,0,493
UTTAR PRADESH,UDHAMSINGH NAGAR,SITARGANJ,59,4,485,0,489
UTTAR PRADESH,UNNAO,ASOHA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,AURAS,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,BANGARMAU,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,BICHHIYA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,BIGHAPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,FATEHPUR CHAURASI,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,GANJ MORADABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,HASAN GANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,HILAULI,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,MIANGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,NAWABGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,PURWA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,SAFIPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,SIKANDARPUR KARAN,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,SIKANDARPUR SARAUSI,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,SUMERPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,UTTARKASHI,BHATWARI,317,151,0,0,151
UTTAR PRADESH,UTTARKASHI,CHINYALISAOR,438,116,41,1,158
UTTAR PRADESH,UTTARKASHI,DUNDA,261,165,13,0,178
UTTAR PRADESH,UTTARKASHI,MORI,60,204,164,0,368
UTTAR PRADESH,UTTARKASHI,NAUGAON,240,284,43,0,327
UTTAR PRADESH,UTTARKASHI,PURAULA,159,194,34,0,228
UTTAR PRADESH,VARANASI,AARAJILAINS,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,BADAGOAN,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,BARAHNI,1,0,100,0,100
UTTAR PRADESH,VARANASI,CHAHANIA,1,0,500,0,500
UTTAR PRADESH,VARANASI,CHAKIYA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,CHANDOULI,3,133,123,0,256
UTTAR PRADESH,VARANASI,CHIRAI GOAN,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,CHOLA PUR,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,DHANAPUR,35,0,373,0,373
UTTAR PRADESH,VARANASI,HARAHUAA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,KASHI VIDYAPEETH,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,NAOUGHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,NIYMATA BAD,7,0,200,0,200
UTTAR PRADESH,VARANASI,PINDRA,20,0,21,0,21
UTTAR PRADESH,VARANASI,SAHABGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,SAKELDIHA,22,50,277,0,327
UTTAR PRADESH,VARANASI,SAVAPURI,NA,NA,NA,NA,NA
