-----
{
 "description": "The table refers to block wise potential utilized through dugwells. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.14.csv", 
 "title": "Download CSV for Block wise Irrigation potential utilised through Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.14.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to constraints. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.16.csv", 
 "title": "Download CSV for Block wise Dugwells according to the constraints for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.16.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of dugwells according to construction over the years. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villdgwltab1.1.csv", 
 "title": "Download CSV for Village wise Construction of Dugwells over the years for 2nd census of minor irrigation schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villdgwltab1.1.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to horse power of lifting device. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.10_1.csv", 
 "title": "Download CSV for Block wise Dugwells according to horse power of lifting device for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.10_1.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of dugwells according to ownership. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villdgwltab1.2.csv", 
 "title": "Download CSV for Village wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villdgwltab1.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to average length of water conveyance channel. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.12.csv", 
 "title": "Download CSV for Block wise Dugwells Average length of water conveyance channel for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.12.csv"
}
-----
"State","District","Block","Total number of dugwells","Average length of channels - Pucca","Average length of channels - Kuccha","Average length of channels - Underground"
"UTTAR PRADESH","GONDA","HARRIYA SATGHARWA",45,0,14,0
"UTTAR PRADESH","GONDA","ITIYATHOK",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","JHANJHRI",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","KATRA BAZAR",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","MANKAPUR",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","MUJEHNA",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","NAWABGANJ",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","PACHPARWA",19,0,0,0
"UTTAR PRADESH","GONDA","PANDRIKRIPAL",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","PARASPUR",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","REHRA BAZAR",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","RUPIHDEEH",36,0,0,0
"UTTAR PRADESH","GONDA","SRI DUTTGANJ",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","TARABGANJ",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","TULSIPUR",2,0,30,0
"UTTAR PRADESH","GONDA","UTTRAULA",NA,NA,NA,NA
"UTTAR PRADESH","GONDA","WAZIRGANJ",NA,NA,NA,NA
"UTTAR PRADESH","GORAKHPUR","BANSGAON",19,0,0,0
"UTTAR PRADESH","GORAKHPUR","BARAHALGANJ",2,0,0,0
"UTTAR PRADESH","GORAKHPUR","BELGHAT",189,0,159,0
"UTTAR PRADESH","GORAKHPUR","BHATHAT",NA,NA,NA,NA
"UTTAR PRADESH","GORAKHPUR","BRAHMPUR",188,0,1,0
"UTTAR PRADESH","GORAKHPUR","CAMPIARGANJ",38,0,0,0
"UTTAR PRADESH","GORAKHPUR","CHARGANWA",554,0,3,0
"UTTAR PRADESH","GORAKHPUR","GAGHA",9,0,0,0
"UTTAR PRADESH","GORAKHPUR","GOLA",NA,NA,NA,NA
"UTTAR PRADESH","GORAKHPUR","JANGAL KAURIA",12,0,24,0
"UTTAR PRADESH","GORAKHPUR","KAURIRAM",8,0,11,0
"UTTAR PRADESH","GORAKHPUR","KHAJANI",220,0,0,0
"UTTAR PRADESH","GORAKHPUR","KHORABAR",12,0,0,0
"UTTAR PRADESH","GORAKHPUR","PALI",82,0,0,0
"UTTAR PRADESH","GORAKHPUR","PIPRAICH",325,0,0,0
"UTTAR PRADESH","GORAKHPUR","PIPRAULI",NA,NA,NA,NA
"UTTAR PRADESH","GORAKHPUR","SAHJANWA",121,0,1,0
"UTTAR PRADESH","GORAKHPUR","SARDARNAGAR",560,0,0,0
"UTTAR PRADESH","GORAKHPUR","URUWA",4,0,0,0
"UTTAR PRADESH","HAMIRPUR","GOHAND",229,0,79,0
"UTTAR PRADESH","HAMIRPUR","KURARA",40,0,134,0
"UTTAR PRADESH","HAMIRPUR","MAUDAHA",143,6,99,0
"UTTAR PRADESH","HAMIRPUR","MUSKARA",565,4,83,0
"UTTAR PRADESH","HAMIRPUR","RATH",864,0,51,0
"UTTAR PRADESH","HAMIRPUR","SARILA",200,22,61,0
"UTTAR PRADESH","HAMIRPUR","SUMREPUR",179,3,77,0
"UTTAR PRADESH","HARDOI","AHIROURI",25,0,8,0
"UTTAR PRADESH","HARDOI","BAVAN",4,0,128,7
"UTTAR PRADESH","HARDOI","BEHANDAR",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","BHARAWAN",19,0,37,0
"UTTAR PRADESH","HARDOI","BHARKHANI",307,0,57,1
"UTTAR PRADESH","HARDOI","BILGRAM",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","HARIYAWAN",363,0,0,0
"UTTAR PRADESH","HARDOI","HARPALPUR",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","KACHOUNA",8,0,8,0
"UTTAR PRADESH","HARDOI","KOTHAWAN",101,0,34,0
"UTTAR PRADESH","HARDOI","MAHDHOGANJ",85,0,0,1
"UTTAR PRADESH","HARDOI","MALLAWAN",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","PIHANI",14,0,126,0
"UTTAR PRADESH","HARDOI","SANDI",73,0,67,0
"UTTAR PRADESH","HARDOI","SANDILA",10,0,14,0
"UTTAR PRADESH","HARDOI","SHAHABAD",124,0,45,0
"UTTAR PRADESH","HARDOI","SURSA",2,0,4,0
"UTTAR PRADESH","HARDOI","TANDIYAWA",35,0,10,0
"UTTAR PRADESH","HARDOI","TODARPUR",17,0,5,0
"UTTAR PRADESH","HARDWAR","BAHADRABAD",NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","BHAGWANPUR",NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","KHANPUR",NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","LAKSAR",NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","NARSAN",147,0,59,0
"UTTAR PRADESH","HARDWAR","ROORKEE",107,48,122,2
"UTTAR PRADESH","JALAUN","DAKOR",759,0,66,0
"UTTAR PRADESH","JALAUN","JALAUN",290,7,80,0
"UTTAR PRADESH","JALAUN","KADAURA",112,16,152,0
"UTTAR PRADESH","JALAUN","KONCH",456,7,30,0
"UTTAR PRADESH","JALAUN","KUTHAUND",21,0,6,2
"UTTAR PRADESH","JALAUN","MADHOGHARH",126,1,92,0
"UTTAR PRADESH","JALAUN","MAHEBA",554,1,103,0
"UTTAR PRADESH","JALAUN","NADIGAON",929,1,46,0
"UTTAR PRADESH","JALAUN","RAMPURA",138,47,224,12
"UTTAR PRADESH","JAUNPUR","BADLA PUR",415,0,33,0
"UTTAR PRADESH","JAUNPUR","BAKSHA",106,1,43,0
"UTTAR PRADESH","JAUNPUR","BARSOTHI",18,5,62,0
"UTTAR PRADESH","JAUNPUR","DHARMA PUR",3,2,82,0
"UTTAR PRADESH","JAUNPUR","DOBHI",134,20,155,12
"UTTAR PRADESH","JAUNPUR","JALAL PUR",422,12,24,0
"UTTAR PRADESH","JAUNPUR","KARNJAKALA",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","KERAKAT",9,3,101,0
"UTTAR PRADESH","JAUNPUR","KHUTHAN",1,50,150,0
"UTTAR PRADESH","JAUNPUR","M.SHAHAR",40,0,157,0
"UTTAR PRADESH","JAUNPUR","MADRIYAHU",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","MAHARAJ GANJ",34,0,151,0
"UTTAR PRADESH","JAUNPUR","MUFTI GANJ",26,0,435,0
"UTTAR PRADESH","JAUNPUR","MUGLA BADSHAH PUR",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","RAM NAGAR",47,0,162,0
"UTTAR PRADESH","JAUNPUR","RAMPUR",546,4,26,1
"UTTAR PRADESH","JAUNPUR","SHAH GANJ",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","SIKRARA",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","SIRKONI",61,2,20,0
"UTTAR PRADESH","JAUNPUR","SUITHA KALA",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","SUJAN GANJ",128,0,21,0
"UTTAR PRADESH","JHANSI","BABINA",6716,1,65,0
"UTTAR PRADESH","JHANSI","BADAGAON",5564,1,23,0
"UTTAR PRADESH","JHANSI","BAMAUR",4385,4,45,0
"UTTAR PRADESH","JHANSI","BANGRA",4228,0,51,0
"UTTAR PRADESH","JHANSI","CHIRGAON",6991,1,67,0
"UTTAR PRADESH","JHANSI","GURSARAJ",2384,0,32,0
"UTTAR PRADESH","JHANSI","MAURANIPUR",3813,0,28,0
"UTTAR PRADESH","JHANSI","MOTH",1988,0,67,0
"UTTAR PRADESH","KANPUR DEHAT","AKBARPUR",6,8,131,0
"UTTAR PRADESH","KANPUR DEHAT","AMRODHA",1,0,600,0
"UTTAR PRADESH","KANPUR DEHAT","BILHAUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","BITARGAON",2,0,50,0
"UTTAR PRADESH","KANPUR DEHAT","CHAUBEPUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","DERAPUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","GHATAMPUR",8,0,163,0
"UTTAR PRADESH","KANPUR DEHAT","JHINJAK",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","KAKWAN",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","MAITHA",28,0,58,0
"UTTAR PRADESH","KANPUR DEHAT","MALASA",14,0,100,0
"UTTAR PRADESH","KANPUR DEHAT","PATARA",17,1,61,0
"UTTAR PRADESH","KANPUR DEHAT","RAJPUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","RASOOLABAD",17,0,109,0
"UTTAR PRADESH","KANPUR DEHAT","SANDALPUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","SARBANKHERA",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","SHIVRAJPUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR NAGAR","KALYANPUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR NAGAR","SARSAUL",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR NAGAR","VIDHUNU",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","BANKEYGANJ",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","BEHJAM",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","BIJUA",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","DHAUREHRA",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","ISANAGAR",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","KHUMBHIGOLA",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","LAKHIMPUR",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","MITAULI",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","MOHAMMADI",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","NAKAHA",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","NIGHASAN",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","PALIA",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","PASGAWAN",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","PHOOLBEHAR",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","RAMIA BEHAR",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","BISHUN PUR",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","DUDAHI",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","FAZIL NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","HATA",93,1,21,1
"UTTAR PRADESH","KUSHI NAGAR","KAPTAN GANJ",57,0,33,0
"UTTAR PRADESH","KUSHI NAGAR","KASAYA",27,0,11,0
"UTTAR PRADESH","KUSHI NAGAR","KHADDA",31,0,24,0
"UTTAR PRADESH","KUSHI NAGAR","MOTI CHAK",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","NEBUAA NAORANGIYA",1,0,20,0
"UTTAR PRADESH","KUSHI NAGAR","PADRAUNA",25,0,72,0
"UTTAR PRADESH","KUSHI NAGAR","RAMKOLA",7,0,76,0
"UTTAR PRADESH","KUSHI NAGAR","SEVARI",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","SHUKARAULI",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","TAMAKUHI",646,0,2,0
"UTTAR PRADESH","LALITPUR","BAR",3999,0,10,0
"UTTAR PRADESH","LALITPUR","BIRDHA",2824,4,103,0
"UTTAR PRADESH","LALITPUR","JAKHAURA",6627,0,38,0
"UTTAR PRADESH","LALITPUR","MANDAWARA",2541,0,39,0
"UTTAR PRADESH","LALITPUR","MEHRONI",3016,0,10,0
"UTTAR PRADESH","LALITPUR","TALBEHAT",4754,0,43,0
"UTTAR PRADESH","LUCKNOW","BAKSHI KA TALAB",102,0,27,0
"UTTAR PRADESH","LUCKNOW","CHINHAT",36,0,29,0
"UTTAR PRADESH","LUCKNOW","GOSAIGANJ",414,0,17,0
"UTTAR PRADESH","LUCKNOW","KAKORI",NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW","MALIHABAD",69,6,142,0
"UTTAR PRADESH","LUCKNOW","MALL",54,1,66,0
"UTTAR PRADESH","LUCKNOW","MOHANLALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW","SAROJNINAGAR",71,0,30,0
"UTTAR PRADESH","MAHOBA","CHARKHARI",1259,1,65,0
"UTTAR PRADESH","MAHOBA","JAITPUR",3987,3,53,0
"UTTAR PRADESH","MAHOBA","KABARAI",4256,1,68,0
"UTTAR PRADESH","MAHOBA","PANWADI",3317,0,7,0
"UTTAR PRADESH","MAHRAJGANJ","BRIDGEMANGANJ",29,0,37,20
"UTTAR PRADESH","MAHRAJGANJ","DHANI",71,0,31,0
"UTTAR PRADESH","MAHRAJGANJ","GHUGHULI",10,0,31,0
"UTTAR PRADESH","MAHRAJGANJ","LAKSHMIPUR",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","MAHRAJGANJ SADAR",4,0,8,0
"UTTAR PRADESH","MAHRAJGANJ","MITHAURA",11,0,214,0
"UTTAR PRADESH","MAHRAJGANJ","NAUTANAWA",25,0,2,0
"UTTAR PRADESH","MAHRAJGANJ","NICHLAUL",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","PANIYARA",17,0,19,0
"UTTAR PRADESH","MAHRAJGANJ","PARTAWAL",130,0,5,0
"UTTAR PRADESH","MAHRAJGANJ","PHARENDA",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","SISWA",14,0,23,0
"UTTAR PRADESH","MAINPURI","BARNAHAL",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","BEWAR",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","GHIROR",58,0,0,0
"UTTAR PRADESH","MAINPURI","JAGIR",237,2,69,0
"UTTAR PRADESH","MAINPURI","KARHAL",2,0,125,0
"UTTAR PRADESH","MAINPURI","KISHANI",22,0,61,0
"UTTAR PRADESH","MAINPURI","KURAWALI",14,0,206,0
"UTTAR PRADESH","MAINPURI","MAINPURI",10,0,240,0
"UTTAR PRADESH","MAINPURI","SULTANGANJ",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","BALDEV",100,0,60,0
"UTTAR PRADESH","MATHURA","CHHATA",473,0,64,0
"UTTAR PRADESH","MATHURA","CHOMUHA",48,0,199,0
"UTTAR PRADESH","MATHURA","FAREH",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","GOVERDHAN",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","MAAT",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","MATHURA",6,0,60,0
"UTTAR PRADESH","MATHURA","NAND GAWON",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","NOHJHIL",141,0,75,0
"UTTAR PRADESH","MATHURA","RAYA",108,3,70,1
"UTTAR PRADESH","MATHURA","SADABAB",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","SAHPAU",NA,NA,NA,NA
"UTTAR PRADESH","MAU","BADRAW",NA,NA,NA,NA
"UTTAR PRADESH","MAU","DOHARIGHAT",NA,NA,NA,NA
"UTTAR PRADESH","MAU","FATEEHPUR MANDAVA",NA,NA,NA,NA
"UTTAR PRADESH","MAU","GHOSI",NA,NA,NA,NA
"UTTAR PRADESH","MAU","KOPAGANJ",NA,NA,NA,NA
"UTTAR PRADESH","MAU","MUHAMMDABAD",NA,NA,NA,NA
"UTTAR PRADESH","MAU","PARDHA",NA,NA,NA,NA
"UTTAR PRADESH","MAU","RANIPUR",NA,NA,NA,NA
"UTTAR PRADESH","MAU","RATANPURA",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","BAGHPAT",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","BARAUT",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","BINAULI",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","CHAPROULI",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","DAURALA",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","HASTINAPUR",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","JANI KHURD",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","KHARKHODA",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","KHEKRA",6,8,208,0
"UTTAR PRADESH","MEERUT","MACHHRA",5,0,100,0
"UTTAR PRADESH","MEERUT","MAWANA",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","MEERUT",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","PARIKSHITGARH",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","PILANA",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","RAJPURA",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","ROHTA",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","SARDHANA",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","SARURPUR KHURD",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","CHHANBEY",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","CITY",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","HALIYA",387,0,108,0
"UTTAR PRADESH","MIRZAPUR","JAMALPUR",500,6,75,1
"UTTAR PRADESH","MIRZAPUR","KONE",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","LALGANJ",720,0,121,0
"UTTAR PRADESH","MIRZAPUR","MAJHWAN",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","MARIHAN",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","NARAYANPUR",363,5,132,0
"UTTAR PRADESH","MIRZAPUR","PAHARI",728,5,57,0
"UTTAR PRADESH","MIRZAPUR","RAJGARH",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","SIKHAR",566,47,195,26
"UTTAR PRADESH","MORADABAD","AMROHA",77,0,79,1
"UTTAR PRADESH","MORADABAD","ASMOLI",40,3,83,0
"UTTAR PRADESH","MORADABAD","BANIYA KHERA",90,0,61,0
"UTTAR PRADESH","MORADABAD","BHAGATPUR TANDA",73,0,0,0
"UTTAR PRADESH","MORADABAD","BHJOI",2,0,60,0
"UTTAR PRADESH","MORADABAD","BILARI",117,2,75,0
"UTTAR PRADESH","MORADABAD","CHHAJLET",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","DHANORA",1,0,200,0
"UTTAR PRADESH","MORADABAD","DILARI",11,0,54,0
"UTTAR PRADESH","MORADABAD","GAJROLA",22,0,9,0
"UTTAR PRADESH","MORADABAD","GANGESHWARI",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","HASANPUR",173,0,110,0
"UTTAR PRADESH","MORADABAD","JOYA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","KUNDARKEE",23,0,0,0
"UTTAR PRADESH","MORADABAD","MORADABAD",58,0,185,0
"UTTAR PRADESH","MORADABAD","MUNDAPANDEY",646,2,84,0
"UTTAR PRADESH","MORADABAD","PAWANSA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","SAMBHAL",70,0,42,0
"UTTAR PRADESH","MORADABAD","THAKURDWARA",230,7,199,0
"UTTAR PRADESH","MUZAFFER NAGAR","BAGHARA",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","BUDHANA",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","CHARTHAWAL",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","JANSATH",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","KAIRANA",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","KANDHLA",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","KHATOLI",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","MORNA",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","MUZAFFER NAGAR SADAR",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","PURKAZI",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","SHAHPUR",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","SHAMLI",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","THANA BHAVAN",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","UN",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","BAITALGHAT",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","BHIMTAL",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","DHARI",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","HALDWANI",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","KOTABAGH",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","OKHELKANDA",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","RAMGARH",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","RAMNAGAR",3,7,69,0
"UTTAR PRADESH","PAURI GARHWAL","BIROKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","DOGADDA",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","DWARIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","EKESHWER",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","KALJIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","KHIRSU",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","KOT",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","NAUNIDANDA",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","PABO",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","PAURI",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","POKHRA",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","RIKHNIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","THALISAIN",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","YAMKESWER",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","ZAHRIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","AMREYA",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","BERKHEDA",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","BILSANDA",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","BISALPUR",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","LALORIKHEDA",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","MARORI",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","PURANPUR",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","BARA KOTE",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","BERENAG",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","CHAMPWAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","DHARCHULA",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","DIDIHAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","GANGOLI HAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","KANALI CHENA",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","LOHAGHAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","MUNA KOT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","MUNSHYARI",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","PATI",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","PITHORAGARH",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","AASPUR DEVSARA",74,2,28,1
"UTTAR PRADESH","PRATAPGARH","BABAGANJ",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","BIHAR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","GAURA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","KALAKANKAR",1,12,111,12
"UTTAR PRADESH","PRATAPGARH","KUNDA",1,10,10,0
"UTTAR PRADESH","PRATAPGARH","LAXMANPUR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","MANDHATA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","MANGRAURA",31,52,48,0
"UTTAR PRADESH","PRATAPGARH","PATTI",234,53,0,0
"UTTAR PRADESH","PRATAPGARH","RAMPUR KHAS",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","RAMPUR-SANGRAMGARH.",1,0,105,0
"UTTAR PRADESH","PRATAPGARH","SADAR",1,0,0,0
"UTTAR PRADESH","PRATAPGARH","SANDWA CHANDRIKA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","SANGIPUR",13,13,353,0
