-----
{
 "description": "The table refers to block wise irrigation potential utilised through Deep Tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.14.csv", 
 "title": "Download CSV for Block wise Irrigation potential utilised through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.14.csv"
}
-----
"State","District","Block","Actual area irrigated (Ha) - Kharif","Actual area irrigated (Ha) - Rabi","Actual area irrigated (Ha) - Perennial","Actual area irrigated (Ha) - Others"
"UTTAR PRADESH","KUSHI NAGAR","PADRAUNA",17,11,6,0
"UTTAR PRADESH","KUSHI NAGAR","RAMKOLA",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","SEVARI",63,70,60,0
"UTTAR PRADESH","KUSHI NAGAR","SHUKARAULI",73,88,43,21
"UTTAR PRADESH","KUSHI NAGAR","TAMAKUHI",168,154,51,4
"UTTAR PRADESH","LALITPUR","BAR",NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","BIRDHA",NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","JAKHAURA",NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","MANDAWARA",NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","MEHRONI",NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","TALBEHAT",NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW","BAKSHI KA TALAB",5,5,0,0
"UTTAR PRADESH","LUCKNOW","CHINHAT",49,106,0,9
"UTTAR PRADESH","LUCKNOW","GOSAIGANJ",15,15,0,0
"UTTAR PRADESH","LUCKNOW","KAKORI",130,295,69,10
"UTTAR PRADESH","LUCKNOW","MALIHABAD",NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW","MALL",20,20,5,5
"UTTAR PRADESH","LUCKNOW","MOHANLALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW","SAROJNINAGAR",5,5,0,0
"UTTAR PRADESH","MAHOBA","CHARKHARI",NA,NA,NA,NA
"UTTAR PRADESH","MAHOBA","JAITPUR",NA,NA,NA,NA
"UTTAR PRADESH","MAHOBA","KABARAI",NA,NA,NA,NA
"UTTAR PRADESH","MAHOBA","PANWADI",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","BRIDGEMANGANJ",1324,1466,277,141
"UTTAR PRADESH","MAHRAJGANJ","DHANI",65,140,205,15
"UTTAR PRADESH","MAHRAJGANJ","GHUGHULI",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","LAKSHMIPUR",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","MAHRAJGANJ SADAR",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","MITHAURA",4,7,5,1
"UTTAR PRADESH","MAHRAJGANJ","NAUTANAWA",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","NICHLAUL",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","PANIYARA",0,0,0,0
"UTTAR PRADESH","MAHRAJGANJ","PARTAWAL",4,4,0,0
"UTTAR PRADESH","MAHRAJGANJ","PHARENDA",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","SISWA",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","BARNAHAL",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","BEWAR",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","GHIROR",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","JAGIR",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","KARHAL",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","KISHANI",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","KURAWALI",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","MAINPURI",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","SULTANGANJ",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","BALDEV",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","CHHATA",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","CHOMUHA",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","FAREH",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","GOVERDHAN",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","MAAT",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","MATHURA",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","NAND GAWON",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","NOHJHIL",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","RAYA",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","SADABAB",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","SAHPAU",NA,NA,NA,NA
"UTTAR PRADESH","MAU","BADRAW",NA,NA,NA,NA
"UTTAR PRADESH","MAU","DOHARIGHAT",NA,NA,NA,NA
"UTTAR PRADESH","MAU","FATEEHPUR MANDAVA",NA,NA,NA,NA
"UTTAR PRADESH","MAU","GHOSI",NA,NA,NA,NA
"UTTAR PRADESH","MAU","KOPAGANJ",NA,NA,NA,NA
"UTTAR PRADESH","MAU","MUHAMMDABAD",NA,NA,NA,NA
"UTTAR PRADESH","MAU","PARDHA",NA,NA,NA,NA
"UTTAR PRADESH","MAU","RANIPUR",NA,NA,NA,NA
"UTTAR PRADESH","MAU","RATANPURA",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","BAGHPAT",404,303,0,0
"UTTAR PRADESH","MEERUT","BARAUT",5,5,21,0
"UTTAR PRADESH","MEERUT","BINAULI",3198,2284,687,273
"UTTAR PRADESH","MEERUT","CHAPROULI",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","DAURALA",61,78,206,0
"UTTAR PRADESH","MEERUT","HASTINAPUR",483,440,960,0
"UTTAR PRADESH","MEERUT","JANI KHURD",3,4,6,2
"UTTAR PRADESH","MEERUT","KHARKHODA",336,333,0,2
"UTTAR PRADESH","MEERUT","KHEKRA",380,480,0,0
"UTTAR PRADESH","MEERUT","MACHHRA",7,6,8,0
"UTTAR PRADESH","MEERUT","MAWANA",166,220,453,5
"UTTAR PRADESH","MEERUT","MEERUT",944,1056,0,0
"UTTAR PRADESH","MEERUT","PARIKSHITGARH",1834,1605,2196,411
"UTTAR PRADESH","MEERUT","PILANA",8,8,0,0
"UTTAR PRADESH","MEERUT","RAJPURA",770,780,110,20
"UTTAR PRADESH","MEERUT","ROHTA",40,10,0,0
"UTTAR PRADESH","MEERUT","SARDHANA",38,86,153,0
"UTTAR PRADESH","MEERUT","SARURPUR KHURD",547,674,385,0
"UTTAR PRADESH","MIRZAPUR","CHHANBEY",490,913,333,187
"UTTAR PRADESH","MIRZAPUR","CITY",182,514,56,62
"UTTAR PRADESH","MIRZAPUR","HALIYA",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","JAMALPUR",5,5,5,5
"UTTAR PRADESH","MIRZAPUR","KONE",482,1124,204,8
"UTTAR PRADESH","MIRZAPUR","LALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","MAJHWAN",1483,2701,649,64
"UTTAR PRADESH","MIRZAPUR","MARIHAN",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","NARAYANPUR",78,156,2,0
"UTTAR PRADESH","MIRZAPUR","PAHARI",299,217,0,0
"UTTAR PRADESH","MIRZAPUR","RAJGARH",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","SIKHAR",120,1010,145,0
"UTTAR PRADESH","MORADABAD","AMROHA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","ASMOLI",618,684,251,145
"UTTAR PRADESH","MORADABAD","BANIYA KHERA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","BHAGATPUR TANDA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","BHJOI",100,300,0,0
"UTTAR PRADESH","MORADABAD","BILARI",618,684,251,145
"UTTAR PRADESH","MORADABAD","CHHAJLET",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","DHANORA",4,4,2,0
"UTTAR PRADESH","MORADABAD","DILARI",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","GAJROLA",618,684,251,145
"UTTAR PRADESH","MORADABAD","GANGESHWARI",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","HASANPUR",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","JOYA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","KUNDARKEE",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","MORADABAD",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","MUNDAPANDEY",615,679,251,143
"UTTAR PRADESH","MORADABAD","PAWANSA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","SAMBHAL",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","THAKURDWARA",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","BAGHARA",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","BUDHANA",2440,2542,3969,15
"UTTAR PRADESH","MUZAFFER NAGAR","CHARTHAWAL",483,328,363,13
"UTTAR PRADESH","MUZAFFER NAGAR","JANSATH",45,45,21,0
"UTTAR PRADESH","MUZAFFER NAGAR","KAIRANA",198,202,0,67
"UTTAR PRADESH","MUZAFFER NAGAR","KANDHLA",651,488,46,31
"UTTAR PRADESH","MUZAFFER NAGAR","KHATOLI",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","MORNA",85,70,82,10
"UTTAR PRADESH","MUZAFFER NAGAR","MUZAFFER NAGAR SADAR",269,241,63,12
"UTTAR PRADESH","MUZAFFER NAGAR","PURKAZI",645,843,703,0
"UTTAR PRADESH","MUZAFFER NAGAR","SHAHPUR",552,579,100,71
"UTTAR PRADESH","MUZAFFER NAGAR","SHAMLI",4,8,8,0
"UTTAR PRADESH","MUZAFFER NAGAR","THANA BHAVAN",414,287,0,0
"UTTAR PRADESH","MUZAFFER NAGAR","UN",2682,1953,26,113
"UTTAR PRADESH","NAINITAL","BAITALGHAT",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","BHIMTAL",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","DHARI",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","HALDWANI",2062,1970,0,23
"UTTAR PRADESH","NAINITAL","KOTABAGH",185,208,55,0
"UTTAR PRADESH","NAINITAL","OKHELKANDA",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","RAMGARH",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","RAMNAGAR",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","BIROKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","DOGADDA",104,187,0,0
"UTTAR PRADESH","PAURI GARHWAL","DWARIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","EKESHWER",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","KALJIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","KHIRSU",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","KOT",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","NAUNIDANDA",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","PABO",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","PAURI",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","POKHRA",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","RIKHNIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","THALISAIN",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","YAMKESWER",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","ZAHRIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","AMREYA",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","BERKHEDA",0,0,0,0
"UTTAR PRADESH","PILIBHIT","BILSANDA",4,4,0,0
"UTTAR PRADESH","PILIBHIT","BISALPUR",110,130,10,10
"UTTAR PRADESH","PILIBHIT","LALORIKHEDA",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","MARORI",1031,1031,584,0
"UTTAR PRADESH","PILIBHIT","PURANPUR",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","BARA KOTE",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","BERENAG",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","CHAMPWAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","DHARCHULA",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","DIDIHAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","GANGOLI HAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","KANALI CHENA",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","LOHAGHAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","MUNA KOT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","MUNSHYARI",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","PATI",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","PITHORAGARH",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","AASPUR DEVSARA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","BABAGANJ",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","BIHAR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","GAURA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","KALAKANKAR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","KUNDA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","LAXMANPUR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","MANDHATA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","MANGRAURA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","PATTI",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","RAMPUR KHAS",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","RAMPUR-SANGRAMGARH.",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","SADAR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","SANDWA CHANDRIKA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","SANGIPUR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","SHIVGARH",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","AMANWA",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","BACHRAVAN",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","BAHADUR PUR",15,20,5,5
"UTTAR PRADESH","RAEBARELY","CHHATOH",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","DALMAU",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","DEEH",17,110,120,0
"UTTAR PRADESH","RAEBARELY","HARCHANDPUR",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","JAGAT PUR",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","KHEERO",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","LAL GANJ",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","MAHARAJ GANJ",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","RAHI",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","SALON",54,90,80,0
"UTTAR PRADESH","RAEBARELY","SARANI",7,107,5,3
"UTTAR PRADESH","RAEBARELY","SATAON",0,0,0,0
"UTTAR PRADESH","RAEBARELY","SHIV GARH",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","SINGHPUR",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","TILOI",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","UCHAHAR",NA,NA,NA,NA
"UTTAR PRADESH","RAMPUR","BILASPUR",1450,1555,390,435
"UTTAR PRADESH","RAMPUR","CHAMRAON",1205,1315,225,350
"UTTAR PRADESH","RAMPUR","MILAK",980,1005,330,240
"UTTAR PRADESH","RAMPUR","SADAR (RAMPUR)",905,960,320,290
"UTTAR PRADESH","RAMPUR","SHAHABAD",1260,1385,295,425
"UTTAR PRADESH","RAMPUR","SUAR",1450,1555,390,435
"UTTAR PRADESH","SAHARANPUR","BALYA KHERI",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","DEOBAND",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","GANGOH",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","MUZAFFARABAD",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","NAGAL",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","NAKUR",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","NANAUTA",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","PUVARKA",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","RAMPUR MANIHARAN",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","SADAULI QADEEM",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","SARSAWAN",NA,NA,NA,NA
"UTTAR PRADESH","SANT RAVIDAS NAGAR","AURAI",818,1586,513,101
"UTTAR PRADESH","SANT RAVIDAS NAGAR","BHADOHI",1819,4382,354,443
"UTTAR PRADESH","SANT RAVIDAS NAGAR","DEEGH",635,1648,131,105
"UTTAR PRADESH","SANT RAVIDAS NAGAR","GYANPUR",1669,2987,200,114
"UTTAR PRADESH","SANT RAVIDAS NAGAR","SURIYAWA",1725,2885,174,500
"UTTAR PRADESH","SHAHJAHANPUR","BANDA",NA,NA,NA,NA
"UTTAR PRADESH","SHAHJAHANPUR","BHAAWAL KHERA",115,115,50,40
"UTTAR PRADESH","SHAHJAHANPUR","DADROL",460,605,160,105
"UTTAR PRADESH","SHAHJAHANPUR","JAITIPUR",1980,2819,14,380
"UTTAR PRADESH","SHAHJAHANPUR","JALALABAD",103,175,0,65
"UTTAR PRADESH","SHAHJAHANPUR","KALAN",NA,NA,NA,NA
"UTTAR PRADESH","SHAHJAHANPUR","KANTH",NA,NA,NA,NA
"UTTAR PRADESH","SHAHJAHANPUR","KHUDAGANJ KATRA",148,163,36,5
"UTTAR PRADESH","SHAHJAHANPUR","KHUTAR",493,424,2,240
"UTTAR PRADESH","SHAHJAHANPUR","MIRZAPUR",184,184,5,29
"UTTAR PRADESH","SHAHJAHANPUR","NIGOHI",209,235,177,41
"UTTAR PRADESH","SHAHJAHANPUR","POWAYAN",NA,NA,NA,NA
"UTTAR PRADESH","SHAHJAHANPUR","SINDHAULI",880,695,0,470
"UTTAR PRADESH","SHAHJAHANPUR","TILHER",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","BADHANI",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","BANSI",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","BHANAWAPUR",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","BIRDPUR",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","DUMARIYA GANJ",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","ITWA",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","JOGIYA",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","KHESRAHA",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","KHUNION",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","MITHWAL",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","NAUGHAR",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","SAANTHA",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","SHOHRATH GARH",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","USKA BAZAR",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","AILIYA",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","BEHTA",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","BESWAN",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","GODLAMAO",665,1054,355,10
"UTTAR PRADESH","SITAPUR","HARGAON",170,224,10,38
"UTTAR PRADESH","SITAPUR","KASMANDA",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","KHAIRABAD",693,672,461,31
"UTTAR PRADESH","SITAPUR","LAHERPUR",498,973,165,0
"UTTAR PRADESH","SITAPUR","MACHREHTA",483,880,580,32
"UTTAR PRADESH","SITAPUR","MAHMOODABAD",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","MAHOLI",220,295,10,150
"UTTAR PRADESH","SITAPUR","MISHRIKH",442,738,298,245
"UTTAR PRADESH","SITAPUR","PAHLA",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","PERSENDI",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","PISWAN",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","RAMPUR MATHURA",5,5,1,0
"UTTAR PRADESH","SITAPUR","REUSA",21,41,1,70
"UTTAR PRADESH","SITAPUR","SAKEREN",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","SIDHAOLI",45,121,88,0
"UTTAR PRADESH","SONBHADRA","BABHANI",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","CHATRA",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","CHOPAN",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","DUDDHI",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","LALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","MEYOURPUR",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","NAGAOA",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","RABERTSGANJ",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","AKHANDNAGAR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","AMETHI",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","BALDERAI",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","BHADAIYAN",756,1071,1274,76
"UTTAR PRADESH","SULTANPUR","BHADAR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","BHETUA",378,655,517,61
"UTTAR PRADESH","SULTANPUR","DHANPATGANJ",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","DOSTPUR",20,25,5,0
"UTTAR PRADESH","SULTANPUR","DUBEYPUR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","GAURIGANJ",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","JAGDISHPUR",170,170,45,0
"UTTAR PRADESH","SULTANPUR","JAISINGHPUR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","JAMON",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","KADIPUR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","KUREBHAR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","KURWAR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","LAMBHUA",290,290,1,10
"UTTAR PRADESH","SULTANPUR","MUSAFIRKHANA",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","PRATAPPUR KAMAINCHA",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","SANGRAMPUR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","SHAHGARH",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","SHUKUL_BAZAR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","BHILANGANA",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","CHAMBA",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","DEVAPRAYAG",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","JAKHANIDHAR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","JAKHOLI",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","JAUNPUR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","KIRTI NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","NARENDRA NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","PRATAP NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","THAULDAR",NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR","BAAJPUR",1194,1189,969,353
"UTTAR PRADESH","UDHAMSINGH NAGAR","GADARPUR",208,208,20,0
"UTTAR PRADESH","UDHAMSINGH NAGAR","JASPUR",2197,2123,384,0
"UTTAR PRADESH","UDHAMSINGH NAGAR","KASHIPUR",831,682,6,99
"UTTAR PRADESH","UDHAMSINGH NAGAR","KHATIMA",3066,3532,379,0
"UTTAR PRADESH","UDHAMSINGH NAGAR","RUDRAPUR",1212,1408,722,0
"UTTAR PRADESH","UDHAMSINGH NAGAR","SITARGANJ",939,985,135,10
"UTTAR PRADESH","UNNAO","ASOHA",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","AURAS",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","BANGARMAU",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","BICHHIYA",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","BIGHAPUR",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","FATEHPUR CHAURASI",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","GANJ MORADABAD",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","HASAN GANJ",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","HILAULI",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","MIANGANJ",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","NAWABGANJ",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","PURWA",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","SAFIPUR",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","SIKANDARPUR KARAN",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","SIKANDARPUR SARAUSI",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","SUMERPUR",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","BHATWARI",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","CHINYALISAOR",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","DUNDA",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","MORI",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","NAUGAON",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","PURAULA",NA,NA,NA,NA
"UTTAR PRADESH","VARANASI","AARAJILAINS",3098,4028,1322,360
"UTTAR PRADESH","VARANASI","BADAGOAN",1624,699,196,124
"UTTAR PRADESH","VARANASI","BARAHNI",184,63,7,7
"UTTAR PRADESH","VARANASI","CHAHANIA",482,489,5,40
