-----
{
 "description": "The table refers to block wise distribution of surface flow schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by its status for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.6.csv"
}
-----
State,District,Block,Schemes in use,Schemes not in use - Temporary,Schemes not in use - Abandoned (Salinity),Schemes not in use - Dried up,Schemes not in use - Destroyed,Schemess not in use - Others,Total - Schemes not in use,Grand total (Not in use + In use)
UTTAR PRADESH,RAEBARELY,SINGHPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,TILOI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,UCHAHAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,BILASPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,CHAMRAON,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,MILAK,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,SADAR (RAMPUR),NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,SHAHABAD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,SUAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,BALYA KHERI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,DEOBAND,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,GANGOH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,MUZAFFARABAD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,NAGAL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,NAKUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,NANAUTA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,PUVARKA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,RAMPUR MANIHARAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,SADAULI QADEEM,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,SARSAWAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,AURAI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,BHADOHI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,DEEGH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,GYANPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,SURIYAWA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,BANDA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,BHAAWAL KHERA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,DADROL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,JAITIPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,KALAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,KANTH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,KHUTAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,NIGOHI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,POWAYAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,SINDHAULI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,TILHER,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,BADHANI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,BANSI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,BHANAWAPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,BIRDPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,DUMARIYA GANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,ITWA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,JOGIYA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,KHESRAHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,KHUNION,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,MITHWAL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,NAUGHAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,SAANTHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,SHOHRATH GARH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,USKA BAZAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,AILIYA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,BEHTA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,BESWAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,GODLAMAO,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,HARGAON,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,KASMANDA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,KHAIRABAD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,LAHERPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,MACHREHTA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,MAHMOODABAD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,MAHOLI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,MISHRIKH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,PAHLA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,PERSENDI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,PISWAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,RAMPUR MATHURA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,REUSA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,SAKEREN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,SIDHAOLI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SONBHADRA,BABHANI,13,0,13,0,0,0,13,26
UTTAR PRADESH,SONBHADRA,CHATRA,34,0,16,0,0,0,16,50
UTTAR PRADESH,SONBHADRA,CHOPAN,151,0,2,0,0,0,2,153
UTTAR PRADESH,SONBHADRA,DUDDHI,2,0,0,0,0,0,0,2
UTTAR PRADESH,SONBHADRA,LALGANJ,194,0,4,1,0,0,5,199
UTTAR PRADESH,SONBHADRA,MEYOURPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SONBHADRA,NAGAOA,41,0,1,0,0,0,1,42
UTTAR PRADESH,SONBHADRA,RABERTSGANJ,529,0,5,0,0,0,5,534
UTTAR PRADESH,SULTANPUR,AKHANDNAGAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,AMETHI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,BALDERAI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,BHADAIYAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,BHADAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,BHETUA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,DHANPATGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,DOSTPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,DUBEYPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,GAURIGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,JAGDISHPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,JAISINGHPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,JAMON,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,KADIPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,KUREBHAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,KURWAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,LAMBHUA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,MUSAFIRKHANA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,PRATAPPUR KAMAINCHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,SANGRAMPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,SHAHGARH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SULTANPUR,SHUKUL_BAZAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,TEHRI GARHWAL,BHILANGANA,238,79,12,1,3,0,95,333
UTTAR PRADESH,TEHRI GARHWAL,CHAMBA,148,37,11,3,2,0,53,201
UTTAR PRADESH,TEHRI GARHWAL,DEVAPRAYAG,367,99,67,2,13,3,184,551
UTTAR PRADESH,TEHRI GARHWAL,JAKHANIDHAR,206,17,59,6,70,11,163,369
UTTAR PRADESH,TEHRI GARHWAL,JAKHOLI,284,57,22,2,39,1,121,405
UTTAR PRADESH,TEHRI GARHWAL,JAUNPUR,115,33,15,7,92,5,152,267
UTTAR PRADESH,TEHRI GARHWAL,KIRTI NAGAR,10,0,0,0,0,0,0,10
UTTAR PRADESH,TEHRI GARHWAL,NARENDRA NAGAR,505,33,53,3,23,15,127,632
UTTAR PRADESH,TEHRI GARHWAL,PRATAP NAGAR,208,56,102,0,1,0,159,367
UTTAR PRADESH,TEHRI GARHWAL,THAULDAR,39,175,6,0,0,0,181,220
UTTAR PRADESH,UDHAMSINGH NAGAR,BAAJPUR,68,0,0,0,0,0,0,68
UTTAR PRADESH,UDHAMSINGH NAGAR,GADARPUR,142,1,0,0,0,0,1,143
UTTAR PRADESH,UDHAMSINGH NAGAR,JASPUR,235,1,2,0,1,0,4,239
UTTAR PRADESH,UDHAMSINGH NAGAR,KASHIPUR,81,0,2,0,1,0,3,84
UTTAR PRADESH,UDHAMSINGH NAGAR,KHATIMA,50,0,0,0,0,0,0,50
UTTAR PRADESH,UDHAMSINGH NAGAR,RUDRAPUR,36,0,0,0,0,0,0,36
UTTAR PRADESH,UDHAMSINGH NAGAR,SITARGANJ,59,0,0,0,0,0,0,59
UTTAR PRADESH,UNNAO,ASOHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,AURAS,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,BANGARMAU,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,BICHHIYA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,BIGHAPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,FATEHPUR CHAURASI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,GANJ MORADABAD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,HASAN GANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,HILAULI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,MIANGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,NAWABGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,PURWA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,SAFIPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,SIKANDARPUR KARAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,SIKANDARPUR SARAUSI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UNNAO,SUMERPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UTTARKASHI,BHATWARI,109,114,8,3,44,39,208,317
UTTAR PRADESH,UTTARKASHI,CHINYALISAOR,332,46,9,9,31,11,106,438
UTTAR PRADESH,UTTARKASHI,DUNDA,163,64,18,2,14,0,98,261
UTTAR PRADESH,UTTARKASHI,MORI,50,5,5,0,0,0,10,60
UTTAR PRADESH,UTTARKASHI,NAUGAON,217,11,5,4,1,2,23,240
UTTAR PRADESH,UTTARKASHI,PURAULA,97,31,9,2,16,4,62,159
UTTAR PRADESH,VARANASI,AARAJILAINS,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,BADAGOAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,BARAHNI,1,0,0,0,0,0,0,1
UTTAR PRADESH,VARANASI,CHAHANIA,1,0,0,0,0,0,0,1
UTTAR PRADESH,VARANASI,CHAKIYA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,CHANDOULI,3,0,0,0,0,0,0,3
UTTAR PRADESH,VARANASI,CHIRAI GOAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,CHOLA PUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,DHANAPUR,35,0,0,0,0,0,0,35
UTTAR PRADESH,VARANASI,HARAHUAA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,KASHI VIDYAPEETH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,NAOUGHAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,NIYMATA BAD,7,0,0,0,0,0,0,7
UTTAR PRADESH,VARANASI,PINDRA,0,0,20,0,0,0,20,20
UTTAR PRADESH,VARANASI,SAHABGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,VARANASI,SAKELDIHA,22,0,0,0,0,0,0,22
UTTAR PRADESH,VARANASI,SAVAPURI,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BANKURA,BANKURA  - I,766,150,3,4,0,6,163,929
WEST BENGAL,BANKURA,BANKURA - II,305,16,0,0,0,0,16,321
WEST BENGAL,BANKURA,BARJORA,1010,59,4,5,8,9,85,1095
WEST BENGAL,BANKURA,BISHNUPUR,246,15,0,0,0,0,15,261
WEST BENGAL,BANKURA,CHHATNA,1366,36,0,7,2,4,49,1415
WEST BENGAL,BANKURA,GANGAJALGHATI,1159,15,0,0,0,15,30,1189
WEST BENGAL,BANKURA,INDAS,118,4,1,0,0,0,5,123
WEST BENGAL,BANKURA,INDPUR,1021,26,1,0,3,3,33,1054
WEST BENGAL,BANKURA,JOYPUR,893,51,0,0,0,5,56,949
WEST BENGAL,BANKURA,KHATRA - I,507,11,1,0,0,2,14,521
WEST BENGAL,BANKURA,KHATRA - II,384,0,0,1,0,0,1,385
WEST BENGAL,BANKURA,KOTALPUR,1033,104,3,1,7,3,118,1151
WEST BENGAL,BANKURA,MEJHIA,574,35,0,2,0,13,50,624
WEST BENGAL,BANKURA,ONDA,331,2,0,3,0,0,5,336
WEST BENGAL,BANKURA,PATRASAYER,560,45,0,1,1,9,56,616
WEST BENGAL,BANKURA,RAIPUR - I,374,9,0,1,4,0,14,388
WEST BENGAL,BANKURA,RAIPUR - II,223,15,0,6,0,0,21,244
WEST BENGAL,BANKURA,RANIBANDH,463,0,3,1,0,0,4,467
WEST BENGAL,BANKURA,SALTORA,1160,31,3,0,0,1,35,1195
WEST BENGAL,BANKURA,SIMLAPAL,267,2,0,0,0,2,4,271
WEST BENGAL,BANKURA,SONAMUKHI,233,1,0,1,0,0,2,235
WEST BENGAL,BANKURA,TALDANGRA,583,13,5,0,2,1,21,604
WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,384,16,2,51,4,1,74,458
WEST BENGAL,BIRBHUM,DUBRAJPUR,401,14,0,0,0,1,15,416
WEST BENGAL,BIRBHUM,ILLAMBAZAR,976,7,0,0,0,1,8,984
WEST BENGAL,BIRBHUM,KHAYRASOLE,149,2,0,0,0,0,2,151
WEST BENGAL,BIRBHUM,LABPUR,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BIRBHUM,MAYURESWAR-I,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BIRBHUM,MAYURESWAR-II,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BIRBHUM,MD.BAZAR,280,1,1,1,0,0,3,283
WEST BENGAL,BIRBHUM,MURARAI II,563,80,0,0,0,0,80,643
WEST BENGAL,BIRBHUM,MURARAI-I,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BIRBHUM,NALHATI-I,815,2,0,0,0,0,2,817
WEST BENGAL,BIRBHUM,NALHATI-II,141,5,0,0,0,0,5,146
WEST BENGAL,BIRBHUM,NANUR,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BIRBHUM,RAJNAGAR,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BIRBHUM,RAMPURHAT-I,457,17,0,0,0,0,17,474
WEST BENGAL,BIRBHUM,RAMPURHAT-II,112,0,0,0,0,0,0,112
WEST BENGAL,BIRBHUM,SAINTHIA,140,3,0,0,1,0,4,144
WEST BENGAL,BIRBHUM,SURI-I,13,3,0,0,0,0,3,16
WEST BENGAL,BIRBHUM,SURI-II,28,1,0,0,0,0,1,29
WEST BENGAL,BURDWAN,ANDAL,15,0,0,0,0,0,0,15
WEST BENGAL,BURDWAN,ASANSOL MUNI. CORPN.,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BURDWAN,AUSGRAM - I,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BURDWAN,AUSGRAM - II,375,7,0,4,0,7,18,393
WEST BENGAL,BURDWAN,BARABONI,410,94,13,44,1,7,159,569
WEST BENGAL,BURDWAN,BHATAR,37,0,0,0,0,0,0,37
WEST BENGAL,BURDWAN,BURDWAN - I,7,0,0,0,0,0,0,7
WEST BENGAL,BURDWAN,BURDWAN - II,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BURDWAN,DURGAPUR-FARIDPUR,430,2,0,0,0,1,3,433
WEST BENGAL,BURDWAN,GALSI - I,253,15,0,0,0,0,15,268
WEST BENGAL,BURDWAN,GALSI - II,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BURDWAN,JAMALPUR,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BURDWAN,JAMURIA,397,35,5,5,1,7,53,450
WEST BENGAL,BURDWAN,KALNA - I,79,0,0,0,0,0,0,79
WEST BENGAL,BURDWAN,KALNA - II,21,0,0,0,0,0,0,21
WEST BENGAL,BURDWAN,KANKSA,23,0,0,0,0,0,0,23
WEST BENGAL,BURDWAN,KATWA - I,19,0,0,0,0,0,0,19
WEST BENGAL,BURDWAN,KATWA - II,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BURDWAN,KETUGRAM - I,43,0,0,0,0,0,0,43
WEST BENGAL,BURDWAN,KETUGRAM - II,59,0,0,0,0,0,0,59
WEST BENGAL,BURDWAN,KHANDAGHOSH,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BURDWAN,KULTI MUNICIPALITY,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BURDWAN,MEMARI - I,41,0,0,0,0,0,0,41
WEST BENGAL,BURDWAN,MEMARI - II,48,6,0,0,0,0,6,54
WEST BENGAL,BURDWAN,MONGALKOTE,463,24,1,0,0,0,25,488
WEST BENGAL,BURDWAN,MONTESWAR,274,12,0,1,0,0,13,287
WEST BENGAL,BURDWAN,PANDAVASWAR,69,0,0,0,0,1,1,70
WEST BENGAL,BURDWAN,PURBASTHALI - I,51,0,0,0,0,0,0,51
WEST BENGAL,BURDWAN,PURBASTHALI - II,9,0,0,0,0,0,0,9
WEST BENGAL,BURDWAN,RAINA - I,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,BURDWAN,RAINA - II,40,1,0,0,0,0,1,41
WEST BENGAL,BURDWAN,RANIGANJ,343,7,0,2,0,2,11,354
WEST BENGAL,BURDWAN,SALANPUR,136,48,3,20,21,13,105,241
WEST BENGAL,COOCHBEHAR,COOCHBEHAR - I,14,135,0,0,0,1,136,150
WEST BENGAL,COOCHBEHAR,COOCHBEHAR - II,0,1,0,0,0,0,1,1
WEST BENGAL,COOCHBEHAR,DINHATA - I,1,4,0,0,0,0,4,5
WEST BENGAL,COOCHBEHAR,DINHATA - II,1,1,0,0,0,0,1,2
WEST BENGAL,COOCHBEHAR,HALDIBARI,1,0,0,0,0,0,0,1
WEST BENGAL,COOCHBEHAR,MATHABHANGA - I,42,3,0,0,0,0,3,45
WEST BENGAL,COOCHBEHAR,MATHABHANGA - II,0,1,0,0,0,0,1,1
WEST BENGAL,COOCHBEHAR,MEKLIGANJ,10,0,0,0,0,0,0,10
WEST BENGAL,COOCHBEHAR,SITAI,0,2,0,0,0,0,2,2
WEST BENGAL,COOCHBEHAR,SITALKUCHI,0,1,0,0,0,0,1,1
WEST BENGAL,COOCHBEHAR,TUFANGANJ - I,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,COOCHBEHAR,TUFANGANJ - II,0,1,0,0,0,0,1,1
WEST BENGAL,DAKSHIN DINAJPUR,BALURGHAT,1304,6,2,0,0,0,8,1312
WEST BENGAL,DAKSHIN DINAJPUR,BANSHIHARI,280,5,1,2,0,0,8,288
WEST BENGAL,DAKSHIN DINAJPUR,GANGARAMPUR,811,2,0,0,0,0,2,813
WEST BENGAL,DAKSHIN DINAJPUR,HILI,124,4,0,0,0,0,4,128
WEST BENGAL,DAKSHIN DINAJPUR,KUMARGANJ,1078,9,0,0,0,0,9,1087
WEST BENGAL,DAKSHIN DINAJPUR,KUSHMANDI,642,10,0,0,0,0,10,652
WEST BENGAL,DAKSHIN DINAJPUR,TAPAN,1233,2,0,1,0,0,3,1236
WEST BENGAL,DARJEELING,DARJEELING PULBAZAR,9,0,0,0,0,0,0,9
WEST BENGAL,DARJEELING,GORUBATHAN(KALIMIII),4,0,0,0,1,0,1,5
WEST BENGAL,DARJEELING,JOREBUNGLOW SUKHIAPE,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,DARJEELING,KALIMPONG-I,18,4,0,0,0,0,4,22
WEST BENGAL,DARJEELING,KALIMPONG-II,11,0,0,0,0,0,0,11
WEST BENGAL,DARJEELING,KHONBANI,11,0,0,0,0,0,0,11
WEST BENGAL,DARJEELING,KURSEONG,12,1,0,0,1,5,7,19
WEST BENGAL,DARJEELING,MATIGARA,15,6,1,0,0,0,7,22
WEST BENGAL,DARJEELING,MIRIK,13,15,0,1,41,2,59,72
WEST BENGAL,DARJEELING,NAXAL BARI,70,0,0,0,0,0,0,70
WEST BENGAL,DARJEELING,PHANSIDEOA,9,0,0,0,0,0,0,9
WEST BENGAL,DARJEELING,RANGLI (TAKDAH),7,1,0,0,2,8,11,18
WEST BENGAL,HOOGLY,ARAMBAGH,48,2,0,0,0,0,2,50
WEST BENGAL,HOOGLY,BALAGARH,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOOGLY,CHANDITALA - I,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOOGLY,CHANDITALA - II,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOOGLY,CHINSURAH-MOGRA,2,0,0,0,0,0,0,2
WEST BENGAL,HOOGLY,DHANIAKHALI,37,1,0,0,0,0,1,38
WEST BENGAL,HOOGLY,GOGHAT - I,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOOGLY,GOGHAT - II,61,27,0,0,0,0,27,88
WEST BENGAL,HOOGLY,HARIPAL,10,0,0,0,0,0,0,10
WEST BENGAL,HOOGLY,JANGIPARA,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOOGLY,KHANAKUL - I,6,0,0,0,0,0,0,6
WEST BENGAL,HOOGLY,KHANAKUL - II,17,0,1,0,0,0,1,18
WEST BENGAL,HOOGLY,PANDUA,6,0,0,0,0,0,0,6
WEST BENGAL,HOOGLY,POLBA-DADPUR,118,13,1,0,0,0,14,132
WEST BENGAL,HOOGLY,PURSURAH,0,17,17,0,0,0,34,34
WEST BENGAL,HOOGLY,SERAMPUR UTTARPARA,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOOGLY,SINGUR,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOOGLY,TARAKESWAR,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOWRAH,AMTA - I,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOWRAH,AMTA - II,2,0,0,0,0,0,0,2
WEST BENGAL,HOWRAH,BAGNAN - I,50,0,0,0,0,0,0,50
WEST BENGAL,HOWRAH,BAGNAN - II,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOWRAH,BALLY JAGACHA,151,0,0,0,0,0,0,151
WEST BENGAL,HOWRAH,DOMJUR,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,HOWRAH,JAGATBALLAVPUR,20,0,0,0,0,0,0,20
WEST BENGAL,HOWRAH,PANCHLA,724,61,4,1,0,0,66,790
